timestep,hh_1,hh_2,hh_3
606,173.39,319.02,940.21
607,267.09,387.24,1260.1
608,54.56,682.2,1040
609,54.56,620.09,1010
610,55.654,561.06,140.23
611,47.59,634.1,140.07
612,43.847,640.95,130.1
613,54.576,257.11,140.21
614,69.351,237.08,119.98
615,67.559,236.11,170.29
616,47.514,243.32,119.98
617,55.654,285.07,150.19
618,50.567,1061.2,1210.2
619,42.815,476.15,1240.1
620,85.406,608.06,1950.1
621,479.03,774.14,1260.2
622,403.21,864.14,1590.1
623,232.35,2412,410.23
624,54.576,2041.2,380.06
625,48.546,768.15,160.48
626,65.242,571.95,190.38
627,46.574,235.23,130.1
628,49.615,247.19,150.35
629,77.68,325.22,150.35
630,280.26,283.11,660.22
631,228.23,357.19,1740.2
632,55.654,612.93,250.11
633,56.748,242.06,160.48
634,44.916,234.9,110.37
635,47.609,227.14,119.98
636,55.654,226.17,109.99
637,46.686,231.11,100.27
638,54.56,236.18,170.29
639,77.5,228.02,180.41
640,117.16,225.29,180.41
641,289.1,254.13,200.34
642,351.28,512.05,409.95
643,228.2,308.13,490.27
644,165.33,285.99,1940.1
645,55.654,769.11,3050
646,45.819,917.07,2130.2
647,304.13,867.17,2300.1
648,373.1,767.09,1340.1
649,147.99,685.09,110.13
650,88.761,657.12,90.024
651,87.853,962.07,150.19
652,87.818,998.14,150.19
653,99.931,233.09,119.98
654,185.41,244.02,650.25
655,220.06,548.19,1180.2
656,55.654,420.14,190.47
657,55.654,289.11,110.13
658,54.56,243.1,150.19
659,53.633,237.99,119.98
660,41.968,239.05,150.19
661,48.546,231.02,119.98
662,55.654,223.22,130.1
663,52.539,225.08,119.98
664,46.61,239.94,150.19
665,1110.4,269.04,140.23
666,763.18,385.13,980.2
667,259.12,435.09,850.17
668,202.25,312.05,1110.1
669,42.815,315.19,1450.2
670,45.618,314.14,1810.2
671,206.54,673.13,620.05
672,375.89,758.15,180.31
673,326.08,658.01,80.55
674,53.481,633.1,70.565
675,44.694,315.16,90.28
676,45.618,332.19,80.69
677,53.406,322.18,80.55
678,149.34,325.25,470.67
679,291.18,479.22,2100.1
680,45.618,860.02,980.06
681,45.618,208.95,140.23
682,45.618,201.04,150.35
683,41.968,267.09,140.23
684,44.694,208.08,140.23
685,50.557,246.18,130.1
686,54.56,283,190.38
687,54.56,240.21,119.98
688,54.56,244.17,190.34
689,48.546,273.33,1050.1
690,47.59,271.18,1010.1
691,127.38,279.29,1840
692,53.481,264.08,2510.1
693,42.891,352.06,530.18
694,51.635,548.13,2640.1
695,211.45,652.13,2470.1
696,367.92,615.09,1340.1
697,355.98,421.01,670.02
698,292.25,243.25,320.06
699,52.539,249.14,150.02
700,46.686,250.2,110.13
701,45.763,238.24,100.15
702,54.56,237.19,120.12
703,55.654,296.07,109.99
704,203.32,566.07,80.039
705,66.667,270.08,860.35
706,49.361,263.16,1340.1
707,134.22,267.17,580.09
708,129.96,264.25,1210.2
709,73.595,253.03,640.21
710,55.654,238.07,480.17
711,97.311,235.13,800.03
712,54.06,241.11,580.2
713,459.14,242.22,439.98
714,61.428,316.96,730.03
715,152.13,284.31,2330.1
716,88.065,458.06,920.08
717,87.783,1327.1,730.14
718,85.983,611.24,610.12
719,80.03,566.1,740.12
720,145.19,565.01,1880.1
721,301.07,464.11,1330.1
722,269.26,473.93,1330.1
723,247.04,470.11,750.05
724,124.55,390.05,140.23
725,63.233,237.2,100.15
726,134.52,704.12,90.024
727,47.534,340.26,110.13
728,71.462,260.04,170.44
729,95.262,266.18,180.38
730,122.12,265.03,160.48
731,585.03,2476.3,1270.2
732,267.15,1445.1,400.16
733,180.15,1351.1,780.17
734,128.17,1641.1,700.16
735,129.07,639.14,810.14
736,124.02,1352,420.35
737,129.18,955.1,530.21
738,217.15,933.13,580.12
739,583.12,964.12,1890.2
740,1342.2,897.14,1790.3
741,892.19,914.04,1780.1
742,276.14,902.06,2300.1
743,252.34,1061.2,680.23
744,174.26,982.18,350.18
745,56.748,693.11,170.16
746,50.317,721.13,90.024
747,58.467,299.96,110.13
748,64.631,267.16,90.024
749,51.635,247.12,109.99
750,58.594,259.97,690.1
751,47.59,360.06,1420.1
752,229.47,570.25,80.69
753,208.17,220.13,70.565
754,47.609,228.13,100.27
755,46.667,226.1,60.835
756,55.654,214.12,80.294
757,87.468,228.06,70.565
758,128.9,226.15,60.835
759,125.94,216.13,380.31
760,79.294,238.2,810.09
761,159.19,257.04,369.96
762,219.39,543.06,550.1
763,51.461,900.11,400
764,56.513,899.13,450.24
765,219.15,759.1,1210.1
766,273.25,608.11,2810.3
767,290.99,595.12,1190.1
768,250.09,666.08,220.43
769,198.26,328.27,90.675
770,56.748,284.17,60.835
771,55.654,262.39,80.55
772,112.94,274.15,60.579
773,89.738,270.14,70.565
774,245.1,269.17,410.35
775,393.01,429.24,1810.2
776,44.694,387.13,70.565
777,46.667,321.25,80.294
778,56.513,514.1,60.835
779,55.654,458.11,80.294
780,45.763,238.17,90.28
781,45.763,222.21,90.419
782,58.519,236,150.19
783,51.661,216.05,130.1
784,51.661,230.15,119.98
785,54.56,268.2,260.07
786,43.847,387.24,820.15
787,48.532,493.05,2200.1
788,296.01,667.08,1470.1
789,571.22,689.16,1930.1
790,669.23,794.12,1270.1
791,275.29,749.13,340.26
792,169.1,913.15,200.31
793,48.711,705.08,100.4
794,79.602,669.95,80.55
795,55.654,239.07,90.28
796,56.513,227.23,60.835
797,55.654,310.24,70.565
798,62.57,290.18,520.33
799,694.17,347.22,1000.1
800,626.1,607.12,90.024
801,590.31,233.26,80.55
802,53.481,235.15,60.835
803,54.56,239.15,109.99
804,55.654,229.07,60.835
805,54.56,243.09,50.85
806,54.56,246.15,120.12
807,54.56,229.19,60.835
808,54.56,240.13,50.85
809,85.159,291.16,1330.2
810,54.56,383.24,450.1
811,54.56,720.23,759.98
812,54.56,666.16,1270.2
813,54.56,677.17,1710.1
814,50.557,665.19,1650.1
815,43.847,889.06,400.2
816,403.12,886.22,100.01
817,214.45,660.13,80.69
818,54.56,590.99,100.01
819,56.748,300.26,80.294
820,52.539,281.14,90.28
821,44.662,244.13,80.039
822,247.5,244.15,520.06
823,186.16,297.11,1600.2
824,92.046,576.18,100.27
825,195.13,283.06,80.294
826,276.24,272.29,80.69
827,213.99,244.03,70.565
828,217.13,250.05,80.55
829,219.19,231.16,50.85
830,293.19,819.12,70.565
831,53.481,1067.2,130.08
832,55.654,338.96,350.13
833,1166.1,417.01,1420.2
834,225.12,436.21,1130.1
835,135.09,701.14,1320.1
836,158.56,632.2,1560.1
837,915.17,667.1,1630.2
838,378.22,867.12,1530.2
839,320.33,700.18,440.29
840,100.44,767.11,340.31
841,82.3,585.1,140.23
842,57.608,416.01,130.1
843,92.32,255.37,130.1
844,55.423,264.1,150.19
845,58.519,259.17,119.98
846,176.33,264.28,510.19
